Código,Descripción
30101604,Barras de acero
30101609,Barras de cobre
30101611,Barras de bronce
30101615,Barras de plastico
30101616,Barras de metal
30101617,Barras de madera
30101717,Vigas/ Tirantes de hormigon
30101718,Vigas de metales preciosos
30102204,Plancha de acero
30102214,Plancha de plomo
30102215,Plancha de plastico o acrilico
30102216,Plancha de caucho
30102303,Perfiles de hierro
30102304,Perfiles de acero
30102306,Perfiles de aluminio
30102309,Perfiles de madera
30102403,Varillas de hierro
30102404,Varillas de acero
30102405,Varillas de acero inoxidable
30102406,Varillas de aluminio
30102409,Varillas de cobre
30102411,Varillas de bronce
30102504,Chapa de acero
30102506,Chapa de aluminio
30102511,Chapa de bronce
30102512,Chapa de cinc y fibrocemento
30102519,Chapa de metal chapado
30102526,Laminas de asbesto
30102605,Banda de acero inoxidable
30102606,Tapas de aluminio y hierro
30102901,Pilares
30102903,Pilares o torres de metal
30102904,Postes de madera
30103201,Enrejado de acero
30103405,Lingotes de acero
30103601,Vigas o tirantes de madera o metal
30103602,Vigas mixtas de madera
30103603,Madera de encuadre
30103604,Maderas terciadas o laminas
30103605,Tablas de madera
30103606,Armazones o mamparas y otros
30103607,Viguetas o alfajias de madera
30111601,Cemento
30111604,Cal apagada
30111607,Cal viva
30111701,Enlucido de yeso
30121601,Asfalto
30121602,Brea
30131502,Bloques de hormigon
30131602,Ladrillos
30131604,Ladrillos refractarios
30131701,Azulejos o baldosas de cemento
30131702,Azulejos o baldosas de piedra
30131703,Azulejos o baldosas de hormigon
30131704,Azulejos o baldosas de ceramica
30141501,Burlete
30141502,Colchas aislantes
30141503,Aislamiento de espuma
30141505,Revestimiento de aislamiento termico
30141508,Aislamiento de mica
30141601,Aislamiento acustico
30141602,Aislamiento no termico
30151501,Techado prearmado
30151505,Membranas para techos
30151506,Tejas
30151509,Armazones
30151701,Tubos de bajada
30151702,Dinteles
30151703,Canalones
30151804,Chapas de fibra de vidrio
30151901,Toldos y carpas
30152001,Cercado de metal
30161502,Papeles pintados
30161601,Cielo razo para techos y accesorios
30161602,Paneles para techos
30161701,Alfombrado
30161702,Tarimas y gradas
30161703,Linoleo
30161706,Suelos de azulejos o piedra
30161707,Suelos de vinilo
30161715,Enrejados
30161902,Columnas
30161907,Escaleras
30171501,Puertas de cristal y accesorios
30171504,Puertas de madera
30171505,Puertas de metal
30171506,Contramarcos
30171507,Marcos de puertas
30171508,Puertas correderas
30171510,Puertas automaticas
30171607,Ventanas con hoja de desplazamiento horizontal
30171609,Ventanas madera
30171706,Vidrio templado
30171906,Marcos para ventanas
30181502,Bides
30181503,Duchas y accesorios
30181504,Lavatorio o lavabos y accesorios
30181505,Inodoros
30181506,Urinarios
30181508,Accesorios para baño 
30181509,Plato del jabon
30181511,Accesorios para cisterna de inodoros
30181512,Asientos de inodoro
30181513,Tapas de inodoro
30181515,Cisternas de inodoro
30191501,Escaleras
30191502,Andamios
30201501,Silos
30201502,Invernaderos
30201605,Gacetas
30201704,Salas limpias
30201705,Garitas
30201706,Aseos portatiles
30201801,Refugios
30201901,Unidades medicas
30222305,Biblioteca
30222306,Laboratorio de lenguas
30223001,Capillas
31151502,Cuerda de poliester
31151503,Cuerda de polipropileno
31151504,Cuerda de nilon
31151505,Cable de acero
31151506,Cuerda de canamo
31151507,Cuerda o guita
31151601,Cadenas de seguridad
31151609,Eslabones de cadena
31152001,Alambre de navaja
31152002,Alambre de espinas
31161501,Prisionero
31161503,Tornillo
31161504,Tornillos para metales
31161506,Tornillos para chapa metalica
31161507,Bulones
31161508,Tornillos de rosca para madera
31161518,Tornillo allen
31161601,Pernos de anclaje
31161608,Tirafondos
31161610,Pernos de ojo
31161611,Pernos
31161614,Pernos estructurales
31161618,Barras roscadas o esparrago
31161619,Pernos prisioneros
31161701,Tuercas de anclaje
31161705,Tuerca tapa
31161711,Tuercas de ojo
31161722,Tuercas de union
31161727,Tuercas hexagonales
31161801,Arandelas 
31161803,Arandelas de fijacion
31161807,Arandelas planas
31161812,Arandelas cuadradas
31162001,Clavo
31162002,Clavos de sombrerete
31162003,Clavos de acabado
31162005,Clavos para tejados
31162201,Remaches 
31162305,Abrazaderas
31162306,Soportes colgantes de montaje
31162307,Placas de montaje
31162310,Correas de montaje
31162311,Bujes de pared
31162313,Kits de montaje
31162402,Portacandado
31162403,Bisagras o Goznes 
31162404,Grapas de ferreteria
31162405,Tensores
31162406,Argollas de zunchamiento o de cercado
31162409,Pasador de horquilla
31162411,Anillos de retencion
31162412,Horquilla
31162413,Cierre de presion
31162414,Calzo
31162415,Tachuela
31162417,Pasadores de alineacion
31162501,Soportes para Muebles
31162502,Soportes varios
31162503,Puntales
31162504,Soportes o accesorios varios de alumbrado
31162606,Ganchos en J
31162608,Ganchos y perchas de grua
31162701,Basculantes
31162702,Ruedas
31162803,Grilletes
31162805,Accesorios para acabado de muebles
31162806,Tarugos
31162904,Grampas de cable metalico
31162906,Abrazaderas varias
31163211,Grapas de retencion
31163214,Pasadores de deslizamiento
31171503,Cojinetes o rulemanes
31171507,Cojinetes de empuje
31171605,Bujes de eje
31171709,Engranajes de caja
31171711,Engranajes de motor
31171714,Engranajes helicoidales
31171804,Poleas
31181510,Juntas de silicona
31181512,Juntas de fibra comprimida
31181604,Sello mecanico
31181702,Empaquetaduras
31191501,Papeles de lija
31201502,Cinta autoadhesiva aislante electrica
31201503,Cintas adhesivas de proteccion
31201505,Cinta adhesiva de doble cara
31201510,Cinta adhesiva impregnada de resina
31201512,Cinta Transparente
31201516,Cinta reflectiva
31201517,Cinta para empaquetar o de embalaje
31201519,Cinta para reparar tuberia 
31201521,Cinta metalica y accesorios
31201522,Cinta adhesiva precinto
31201523,Cinta para de tela
31201526,Cinta magnetica
31201528,Cinta de montaje
31201601,Adhesivos quimicos
31201602,Pastas
31201604,Cementos de caucho
31201605,Masillas
31201606,Calafateos
31201610,Colas
31201611,Adhesivos de laminas
31201612,Selladores Varios
31201614,Lacres
31201616,Adhesivos liquidos
31211501,Pinturas al esmalte
31211503,Pinturas basado en pigmentos
31211504,Pinturas silicona
31211506,Pinturas de latex o al agua
31211507,Colorantes para pinturas y otros componentes
31211508,Pinturas acrilicas o sinteticas
31211602,Fijador de Pintura
31211604,Diluyentes para pinturas
31211606,Agentes igualadores o Enduido
31211701,Esmaltes y antioxidos
31211702,Lustres
31211703,Lacas
31211704,Selladores de pinturas
31211707,Barnices
31211802,Decapantes para pinturas y barnices
31211803,Disolventes y Diluyentes para pinturas y barnices
31211901,Panos para herramientas
31211904,Brochas
31211906,Rodillos de pintar
31211909,Bandejas de pintura
31211913,Boquillas de pintura
31231302,Tuberia de cobre
31231310,Tuberia de acero
31231311,Tuberia de hierro
31231313,Tuberia de plastico
31231318,Tuberia de aluminio
31241703,Espejos parabolicos
31241704,Espejos sin revestimiento
31241803,Filtros de infrarrojos
31241903,Bovedas metalicas
31242202,Polarizadores
31251510,Solenoides
31261501,Cubiertas
31261505,Campana del embrague
31331302,Conjuntos estructurales soldado de acero al carbono sonico
31331609,Conjuntos estructurales soldado con acero inoxidable o soldado con laton
31371206,Concreto refractario Sic
32101509,Tarjetas de circuito de una cara
32101514,Amplificadores
32101515,Atenuadores
32101519,Detectores
32101520,Cargas simuladas
32101522,Aisladores
32101523,Mezcladores
32101525,Multiplexores
32101526,Amplificadores de tubos de onda
32101528,Moduladores
32101601,Memoria de acceso aleatorio (RAM)
32101613,Logica transistor-transistor (TTL)
32101617,Tarjetas inteligentes (smart cards)
32101620,Circuitos integrados digitales y accesorios
32101621,Memoria DRAM sincrona (SDRAM)
32101625,Circuitos integrados de accionamiento o control por motor
32101628,Microcontroladores
32101636,Procesador de senal digital (DSP)
32101699,Memoria DDR (Double Data Rate)
32111502,Diodos Zener
32111511,Diodos de senal pequeña
32111602,Transistor de efecto de campo (FET)
32111603,Transistores MOS de efecto de campo (MOSFET)
32111604,Transistores y accesorios
32111608,Transistores uniempalme
32111609,Transistores bipolares de puerta aislada (IGBT)
32111610,Transistores de efecto de campo de union (JFET)
32111611,Transistores bipolares de union (BJT)
32111701,Celulas fotovoltaicas o fotocelulas
32111702,Tiristores
32111704,Triacs
32111706,Osciladores a cristal
32121502,Capacitores o varactores variables
32121504,Redes de capacitores
32121602,Resistores fusibles
32121603,Resistores o varistores variables
32121609,Resistencias fijas
32121701,Rectificadores y accesorios
32121705,Inversores
32131002,Matrices de semiconductor
32131006,Soportes o zocalos de circuito integrado
32131007,Soportes de componentes discretos
32131008,Compuestos disipadores de calor
32131010,Tarjetas sencillas de circuitos impresos
32131012,Accesorios o componentes electronicos varios
32141106,Bases de tubo
32141107,Zocalos de tubo
39101601,Focos varios
39101602,Lamparas medicas y accesorios
39101604,Lamparas de alcohol
39101605,Lamparas fluorescentes
39101606,Lamparas de arco
39101612,Lamparas incandescentes
39101613,Lamparas infrarrojas
39101615,Lamparas de vapor y accesorios
39101616,Lamparas de rayos ultravioleta (UV)
39101617,Lamparas de alta presion de sodio
39101618,Lamparas de neon
39101701,Tubos fluorescentes
39111501,Artefactos fluorescentes y accesorios
39111504,Sistemas de iluminacion de escenario o estudio
39111506,Aranas de luces
39111509,Lamparas de pie
39111510,Lamparas o veladores de mesa
39111514,Luces navidenas
39111517,Velas de Cera
39111518,Luz de mano o de extension
39111521,Artefactos varios
39111603,Alumbrado de la via publica
39111702,Lamparas portatiles
39111706,Luces de emergencia o equipo de luz de emergencia
39111802,Cubiertas de lampara
39111803,Portalamparas
39111810,Interruptor de lampara
39111812,Llave y toma eléctrica
39111902,Senalizacion incandescente de emplazamientos peligrosos
39121001,Transformadores de potencia de distribucion y accesorios
39121002,Transformadores de suministro de potencia
39121004,Unidades de suministro de energia o UPS y repuestos
39121006,Adaptadores o inversores de potencia
39121007,Conversores de frecuencia
39121008,Conversores de senales
39121009,Reguladores de potencia
39121010,Bobinas magneticas
39121011,Fuentes de alimentacion
39121013,Convertidores rotativos electricos
39121014,Bancada de condensadores
39121015,Reactores
39121016,Anillos colectores
39121017,Unidades de distribucion de alimentacion (PDUs)
39121020,Acondicionadores de senal
39121102,Medidores electricas
39121103,Paneles
39121104,Equipos de control de motor
39121105,Sistemas de conmutadores
39121106,Sistemas de control o vigilancia de potencia
39121107,Sistemas de control de iluminacion
39121108,Accesorios del panel de control o distribucion
39121205,Canaletas para cables
39121207,Conductos para cables
39121302,Placas o tapas de cerramientos
39121303,Cajas electricas o estructura metalica
39121305,Cajas a prueba de intemperie y accesorios
39121308,Cajas de toma de corriente
39121309,Cajas electricas especiales
39121311,Accesorios electricos
39121402,Enchufes
39121403,Entrada de tension y potencia
39121404,Manguitos electricos
39121405,Terminales de cable o alambre
39121406,Receptaculos electricos
39121407,Regletas de conexiones
39121409,Conectores de cables electricos
39121414,Conectores axiales
39121425,Separador de tablero de bornes
39121428,Bobinas y bobinadoras electricas
39121429,Conector de fibra optica
39121432,Terminales electricos
39121436,Electrodos
39121501,Interruptores de seguridad
39121502,Conmutadores reductores
39121503,Conmutadores
39121504,Interruptores de tiempos
39121505,Interruptores de potencia
39121508,Repuestos de Conmutadores
39121511,Interruptores variables
39121512,Interruptores pulsadores o de resortes
39121515,Reles universales
39121517,Reles de voltaje alterno
39121522,Contactos electricos
39121523,Temporizadores
39121527,Codificadores
39121528,Sensores fotoelectricos
39121529,Contactores
39121531,Interruptores de flotador o de nivel
39121534,Luces indicadoras o indicadores luminosos
39121535,Reles y accesorios
39121536,Reles de interrupcion de fase
39121539,Conmutadores de llave
39121543,Modulo de reles multiples o de placa de reles
39121546,Controles o conmutadores de palanca de control
39121547,Soportes o zocalos de reles y equipos probadores de reles
39121549,Termostato y accesorios
39121551,Reflector
39121601,Disyuntores
39121602,Interruptores magneticos y termo magneticos
39121604,Fusibles
39121605,Jabalinas
39121607,Sistema de Proteccion
39121613,Conjuntos o dispositivos de puesta a tierra y pararrayos
39121617,Piezas de fusible o accesorios
39121619,Dispositivos o Accesorios varios 
39121701,Soportes electricos
39121702,Collares para cables
39121703,Enlaces de cables
39121705,Grapas para cables
39121708,Alicates o pinza para cables
39121712,Suministros electricos varios
39121715,Tubos corrugados para cableado posterior
39121718,Kits de empalme de cables
39121719,Protectores
39121721,Aislantes electricos
40101501,Equipo de distribución de aire varios
40101602,Circuladores de aire y accesorios
40101603,Impulsores
40101604,Ventiladores y Accesorios
40101701,Aires acondicionados y accesorios
40101703,Enfriadores / Refrigeradores y Accesorios
40101705,Conjuntos de tubos capilares
40101706,Persianas de aire acondicionado
40101707,Accesorios de torre de refrigeracion
40101806,Bombas de calor
40101808,Estufas de la calefaccion
40101810,Calentadores de ducto de serpentin
40101812,Intercambiadores divididos
40101825,Calentadores de agua de uso domestico
40101833,Dispositivo de encendido de calentador o caldera
40101902,Deshumidificadores
40101903,Humidificadores
40102001,Caldera de tubo de fuego
40102003,Calderas electricas y accesorios
40141603,Valvulas neumaticas
40141604,Valvulas de seguridad
40141605,Valvulas de solenoide
40141606,Valvulas de descarga
40141608,Valvulas hidraulicas
40141610,Valvulas de flotador
40141611,Valvulas esfericas
40141612,Valvulas de expansion
40141613,Valvulas de compuerta
40141616,Piezas de valvula o accesorios
40141617,Valvulas angular de globo
40141618,Valvulas de retencion a bola
40141620,Valvulas de mariposa de diseno de chapa
40141625,Valvulas purgadora de sedimentos o lodo
40141627,Valvulas de orificio
40141702,Grifos
40141705,Caños
40141716,Sifones
40141731,Boquillas
40141735,Embudos
40141736,Engrasadores y aceiteras
40141742,Atomizadores
40142007,Mangueras especiales
40142010,Mangueras revestidas de fluoropolimero
40142101,Tuberia de acero al carbono
40142122,Tubo de vidrio
40142302,Salidas de ramal de tuberia
