Código,Descripción
12352107-008,Pentobarbital sodico 
12352107-009,Lidocaina
12352107-010,Croscarmelosa
12352107-011,Carmelosa
12352107-012,Dipirona GF
12352107-013,Paracetamol GF
12352107-014,Acido Acetil Salicilico GF
12352107-015,Cafeina GF
12352107-016,Efedrina  GF
12352107-017,Ergotamina GF
12352107-018,Metil Bromuro de Homatropina GF
12352107-019,Vitamina B2 GF
12352107-020,Amantadina GF
12352107-021,Astemizol GF
12352107-022,Atenolol GF
12352107-023,Atorvastatina GF
12352107-024,Cefalotina GF
12352107-025,Ceftaxidima GF
12352107-026,Hidroclorotiazida GF
12352107-027,Rosuvastatina GF
12352107-028,Simvastatina GF
12352107-029,Atropina Sulfato GF
12352107-030,Amiodarona GF
12352107-031,Amlodipina GF
12352107-032,Ampicilina GF
12352107-033,Amoxicilina Trihidrato GF
12352107-034,Azitromicina GF
12352107-035,Betametasona Fosfato Disodico GF
12352107-036,Bezafibrato GF
12352107-037,Bromexina GF
12352107-038,Bupivacaina HCl GF
12352107-039,Carisoprodol GF
12352107-040,Cefalexina GF
12352107-041,Cefazolina GF
12352107-042,Cefixima GF
12352107-043,Cefotaxima GF
12352107-044,Ceftriaxona GF
12352107-045,Cefuroxima GF
12352107-046,Citicolina GF
12352107-047,Dexametasona Acetato GF
12352107-048,Dextrometorfan Bromhidrato GF
12352107-049,Diclofenac Sodico GF
12352107-050,Diclorotiazide GF
12352107-051,Enalapril Maleato GF
12352107-052,Glibenclamida GF
12352107-053,Isosorbide Dinitrato GF
12352107-054,Isosorbide Mononitrato GF
12352107-055,Ketorolac Trometamina GF
12352107-056,Ketotifeno GF
12352107-057,Lactato de Calcio GF
12352107-058,Losartan GF
12352107-059,Mebendazol GF
12352107-060,Neomicina Sulfato GF
12352107-061,Nicotinamida GF
12352107-062,Norfloxacina GF
12352107-063,Omeprazol GF
12352107-064,Oxitocina GF
12352107-065,Penicilina GF
12352107-066,Simeticona GF
12352107-067,Sulfametoxazol GF
12352107-068,Sulfanilamida GF
12352107-069,Teofilina GF
12352107-070,Tetrazolina GF
12352107-071,Trimetoprim GF
12352107-072,Vitamina B6 GF
12352107-073,Vitamina D3 GF
12352107-074,Vitamina E GF
12352107-075,Sulbactam GF
12352107-076,Trimebutina GF
12352107-998,Magnesio Estearato GF
12352107-999,Diclofenac Dietilamina GF
12352108-001,Eritromicina GF
12352108-002,Metil Miristato GC
12352108-003,Lanolina GF
12352111-001,Dietanol Amida de Acido Graso GC
12352111-002,N-Metil-N-Trimetilsili trifluoroacetamida GC
12352111-003,Nicotinamida
12352111-004,Sulfacetamida Sodica
12352111-9998,Dietanol Amida de Acido Graso
12352111-9999,Trimetilclorosilano
12352112-002,Eter etílico p.a.
12352112-003,Eter dietílico p.a.
12352112-004,Eter de petroleo
12352112-005,Eter dimetilico del etilen glicol
12352112-006,Eterdibutilico
12352112-007,Eter Etilico p.a
12352112-008,Eter Gliceril Guayacol  GF
12352112-009,Eter Dietilico
12352114-001,Aldehido 4-dimetilaminocinamico
12352114-002,Aldehido Isovalerico/Vainillina
12352115-001,Ketoprofen GF
12352115-002,Fenobarbital GF
12352115-003,Hidrocortizona GF
12352115-004,Prednisona GF
12352116-001,Trietoxisililpropilamina p.a.
12352117-001,Kit para determinacion de cianuro  metodo Pyridine-Pyrazalone
12352129-001,Loperamida GF
12352201-001,Lactosa GF
12352201-002,Alfa Lactosa + Asociado GF
12352201-003,Aceite de Oliva
12352201-998,Almidon de maiz GF
12352201-999,Almidon Glicolato Sodico GF
12352204-001,Cuajo para leche
12352209-001,Leucina
12352209-002,Asparagina
12352211-001,Lipido  
12352301-001,Acido metafosforico p.a.
12352301-002,Acido fosforico p.a.
12352301-003,Acido sulfurico p.a.
12352301-004,Acido  clorhidrico p.a.
12352301-005,Acido  nitrico 
12352301-006,Acido ascorbico p.a.
12352301-007,Acido oxalico dihidratado p.a.
12352301-008,Acido ortofosforico p.a.
12352301-009,Acido acetico glacial
12352301-010,Acido nalidixico 
12352301-011,Acido sulfanilico 
12352301-012,Acido resolico p.a.
12352301-013,Acido acetico p.a.
12352301-014,Acido citrico p.a.
12352301-015,Acido perclorico p.a. 
12352301-016,Acido butirico p.a
12352301-017,Acido formico p.a.
12352301-018,Acido monometil arsenico p.a.
12352301-019,Acido Borico GF
12352301-020,Acido trifluoroacetico grado p.a
12352301-021,Acido benzoico
12352301-022,Acido clorhidrico comercial
12352301-023,Acido sulfurico comercial
12352301-024,Acido Metanoico p.a.
12352301-025,Acido fluorhidrico
12352301-026,Acido perclorico
12352301-027,Acido alginico de sodio
12352301-028,Acido sulfhidrico p.a.
12352301-029,Acido Citrico
12352301-030,Acido Acetico Glacial p.a.
12352301-031,Acido Hidroclorico p.a.
12352301-032,Acido Hidrofluorico p.a.
12352301-998,Acido Clorhidrico GR
12352301-999,Acido Fosforoso p.a.
12352301-9999,Acido Hipofosforoso
12352302-001,Calamina GF
12352302-002,Caolin GF
12352302-003,Sulfato de Cobre 
12352302-998,Carbonato de Calcio Precipitado GF
12352302-999,Sal  Vegetal
12352303-001,Oxido de magnesio p.a.
12352303-002,Oxido de vanadio p.a.
12352303-003,Oxido de magnesio comercial
12352303-004,Oxido de lantano p.a.
12352303-005,Oxido de Aluminio
12352303-006,Oxido de etileno
12352303-007,Oxido de Zinc
12352303-008,Oxido  de  cobre
12352303-009,Oxido de Aluminio p.a.
12352303-999,Dioxido de Silicio Coloidal GF
12352304-001,Peroxido de hidrogeno 
12352305-001,Hidroxido de sodio p.a.
12352305-002,Hidroxido de sodio comercial
12352305-003,Hidroxido de potasio p.a.
12352305-004,Hidroxido de amonio p.a.
12352305-005,Hidroxido de bario p.a.
12352305-006,Hidroxido de calcio + Hidroxido de sodio (cal sodada)
12352305-007,Hidroxido de amonio
12352308-001,Silica de 0
12352308-002,Silica 60
12352308-003,Silicagel
12352308-004,Silicato  
12352308-005,Lana de Silica
12352308-999,Silica Polvo
12352309-001,Silice 
12352309-002,Arena de Mar Lavada
12352310-001,Pomada siliconada
12352310-002,Gel Siliconado
12352310-003,Silicona
12352310-004,Silicona en aerosol
12352311-001,Alumina
12352312-001,Permanganato de potasio
12352401-001,Repelente de agua
12352401-9999,Destilado de miel de cana - materia prima
12352402-001,Solucion para Preservar Organos 
12352402-002,Sulfato de amonio industrial
12352402-003,Fosfato de amonio industrial
12352402-004,Soda caustica industrial
12352402-005,Sulfato de aluminio industrial
12352402-006,Sulfato Ferroso p/ uso industrial
12352402-007,Acido sulfonico
12352402-008,Sulfato de aluminio
12352402-009,Microcelulosa cristalina
12352402-010,Propilenglicol
12352402-011,Bicloruro de Mercurio
12352402-012,Cloruro de Amonio
12352402-998,Formato de Amonio
12352402-999,Metabisulfito de Amonio
12352402-9998,Metasilicato de Sodio
12352402-9999,Fosfato Tricalcico GF
13101607-001,Articulos de caucho
13101723-9999,Filamento termoplastico para impresora 3D
13102009-001,Goma (EVA-Etileno Vinil Acetato)
13102026-001,Isopor o poliestireno
13102026-002,Caja de Isopor
13111034-001,Ortotoluidina
13111037-001,Resina aislante
13111037-9998,Resina filtrante de conductividad
13111037-9999,Resina de caucho
13111042-001,Alcohol de Polivinilo
13111059-001,Resina Termoplastica
13111302-999,Espuma para Tapiceria
13111305-001,Junta de dilatacion de neopreno para puente
14111503-001,Papel pergamino
14111507-001,Papel tamano carta
14111507-002,Papel tamano A4
14111507-003,Papel tamano oficio
14111507-004,Formulario continuo papel comun
14111507-005,Formulario continuo en papel quimico 
14111507-007,Papel obra 1ra.
14111507-008,Papel heliografico 
14111507-009,Papel p/ plotter 
14111507-010,Papel doble carta
14111507-011,Papel obra 2da.
14111507-012,Papel quimico 1ra. via
14111507-013,Papel quimico 2da. via
14111507-014,Papel quimico 3ra. via
14111507-015,Papel quimico 4ta. via
14111507-016,Papel tamaño A3
14111507-017,Papel para plano
14111507-9999,Papel Troquelado
14111508-001,Papel para Fax 
14111509-001,Papel para registro de medicion
14111509-002,Papel ilustracion
14111509-003,Papel verge 
14111509-004,Papel comercial
14111509-005,Papel diario
14111509-006,Papel poliester
14111510-001,Papel milimetrado
14111511-001,Papel de hilo tamaño carta
14111511-002,Papel de hilo tamaño A4
14111511-003,Papel de hilo tamaño oficio
14111512-001,Papel cuadriculado tamano carta
14111512-002,Papel cuadriculado tamano oficio
14111512-003,Papel con raya tamaño oficio
14111512-004,Papel con raya tamaño carta
14111514-001,Block de papel adhesivo
14111514-002,Block de papel (sin adhesivo)
14111515-001,Bobinas de papel para maquina de calcular
14111515-002,Bobina de papel para maquina registradora
14111515-003,Bobinas en papel quimico
14111516-001,Papel de recambio para cuaderno
14111518-001,ficha comun
14111519-001,Papel de acetato
14111525-001,Papel madera
14111526-001,Block para nota
14111529-001,Papel para telex
14111530-001,Nota de papel autoadhesivo
14111531-001,Libro de Acta
14111531-002,Libro banco
14111537-001,Papel adhesivo para etiqueta 
14111601-001,Caja para obsequio 
14111601-002,Papel para regalo
14111606-001,Papel manteca
14111606-002,Papel sifon
14111606-003,Papel Glace
14111606-004,Papel gamuza
14111606-005,Papel corrugado
14111609-001,Papel plastificado tipo araña
14111610-001,Cartulina lisa
14111610-002,Cartulina opalina 
14111610-003,Cartulina de hilo 
14111610-004,Cartulina duplex
14111610-005,Cartulina marmolada
14111610-006,Cartulina triplex
14111611-001,Tarjeta de invitacion de cartulina de hilo
14111611-002,Tarjeta de Cartulina
14111701-001,Papel Tissue
14111703-001,Toalla de papel desechable
14111703-003,Toalla de papel p/ cocina de hojas dobles
14111704-001,Papel higienico común
14111704-002,Papel higienico perfumado
14111704-003,Papel higienico interfoliado
14111705-001,Servilletas de papel 
14111705-002,Panuelo desechable
14111801-001,Tickes numericos
14111802-001,Recibo para pago
14111806-001,Formulario judicial
14111808-001,Libro Banco
14111808-9999,Libro Caja
14121501-001,Carton duplex
14121504-001,Papel de pulpa de celulosa
14121504-002,Papel hidráulico
14121504-9999,Papel Manila
14121802-001,Papel de polietileno
14121810-001,Papel carbonico tamano oficio
14121810-002,Papel carbonico tamano carta
14121811-001,Papel Sinsibilizado para Fotografias
14121812-001,Papel fotografico
14122201-9999,Papel para germinacion
15101502-001,Kerosen
15101503-001,Nafta comun
15101503-002,Nafta super
15101503-003,Nafta Virgen
15101503-004,Nafta Ron 91
15101503-005,Nafta Ron 85
15101503-9999,Nafta Ron 95
15101504-001,Nafta de aviacion 
15101504-002,Kerosen para aviacion
15101504-9999,Nafta para Helicoptero
15101505-001,Gasoil - Diesel - Tipo III (1800 ppm)
15101505-999,Gasoil - Diesel  - Tipo II (500 ppm)
15101505-9999,Gasoil - Diesel Tipo I (50 ppm)
15101506-001,Gasolina
15101507-001,Benzol industrial
15101507-002,Benceno
15101508-001,Petroleo crudo
15101508-002,Fuel oil
15101509-001,Biodiesel
15101509-999,Combustible para motores Flex
15101509-9999,BioFuel
15101601-001,Carbon
15101606-001,Alcohol carburante
15111506-001,Gas acetileno
15111506-002,Acetileno
15111508-001,Gas Carbónico
15111508-002,Gasogeno
15111510-001,Gas Licuado de Petroleo
15121501-001,Aceite para vehiculo
15121501-002,Aceite para avion
15121501-003,Aceite para moto
15121501-004,Aceite para embarcacion
15121501-005,Aceite para maquinarias pesadas
15121501-006,Aceite para maquina liviana
15121503-001,Aceite lubricante para engranajes
15121504-001,Aceite hidraulico 
15121505-001,Aceite aislante para transformador 
15121508-001,Aceite para caja mecanica
15121508-002,Aceite para caja automatica
15121509-001,Fluido de Freno
15121509-002,Fluido de Embrague
15121509-003,Fluido para transmision automatica
15121509-004,Fluido Multigrado de transmision
15121509-005,Aceite para diferencial
15121509-9999,Aceite para altas temperaturas
15121511-001,Pasta sellante
15121515-001,Componentes antiagarrotamiento
15121518-001,Liquido limpia contacto
15121518-002,Liquido lubricante y repelente de humedad
15121520-001,Lubricante para vehiculo
15121520-002,Lubricante para maquina pesada
15121520-003,Lubricante para Equipo Medico
15121520-004,Lubricante para Microscopio
15121520-999,Vaselina Blanca
15121521-001,Aceite de inyeccion fuera de borda
15121527-001,Aceite lubricante para turbinas
15121527-002,Aceite lubricante para turbinas de vapor
15121801-001,Hidrofugo
15121802-001,Aditivo refrigerante (anticorrosivo)
15121802-002,Anticorrosivo en aerosol
15121802-003,Anticorrosivo en pasta
15121802-004,Aditivo para motor
15121802-005,Aditivo para combustible
15121802-999,Desincrustante Aerosol
15121802-9999,Desincrustante Liquido
15121804-001,Pintura antioxido
15121806-001,Aceite para motor de máquinas impresoras
15121806-002,Aceite para maquina de coser
15121806-003,Aceite para maquina industrial
15121806-9999,Aceite desoxidante para bomba de osmosis inversa
15121901-001,Grasa siliconada
15121902-001,Grasas para mantenimiento de vehiculos y maquinarias pesadas
15121902-002,Grasa multiproposito
15121902-003,Grasa industrial multiple p/ altas temperatura y extrema presion
15121902-004,Grasa para contactos electricos de alta tension
20101709-001,Rejilla de acero para molino
20101712-001,Amoladora
20101712-002,Carbon para amoladora
20101712-998,Disco de corte para amoladora
20101712-999,Disco de pulir para amoladora
20102101-001,Perforador de suelo
20102101-957,Engrasadera para perforador
20102101-958,Bomba para perforador
20102101-959,Juego de reparo para perforador
20102101-960,Reten para perforador
20102101-961,Engranaje para perforador
20102101-962,Tapa delantera para perforador
20102101-963,Tornillo para perforador
20102101-964,Pasador para perforador
20102101-965,Cojinete para perforador
20102101-966,Soporte para perforador
20102101-967,Buje para perforador
20102101-968,Traba para perforador
20102101-969,Cadena para perforador
20102101-970,Amortiguador para perforador
20102101-971,Resorte para perforador
20102101-972,Cunia para perforador
20102101-973,Pescador para perforador
20102101-974,Union para perforador
20102101-975,Junta para perforador
20102101-976,Sello para perforador
20102101-977,Ruleman para perforador
20102101-978,Casquillo para perforador
20102101-979,Escape para perforador
20102101-980,Tubo para perforador
20102101-981,Arandela para perforador
20102101-982,Piston para perforador
20102101-983,Corona para perforador
20102101-984,Valvula para perforador
20102101-985,Abrazadera para perforador
20102101-986,Prisionero para perforador
20102101-987,Protector para perforador
20102101-988,Anillo para perforador
20102101-989,Codo para perforador
20102101-990,Manguera para perforador
20102101-991,Tuerca para perforador
20102101-992,Carcaza para perforador
20102101-993,Barra para perforador
20102101-994,Eje para perforador
20102101-995,Martillo
20102101-996,Puno de perforador
20102101-997,Broca de Perforador
20102101-998,Union para Barreno
20102101-999,Barreno de perforador
20102102-001,Turbina hidráulica para limpieza de tubos
20102102-002,Equipo de Corte Plasma Trifasicos
20102102-003,Ocal ceramico
20102102-004,Valvula espiga
20102102-005,Cabeza de antorcha
20111504-001,Equipo de perforacion de pozos de agua
20111504-002,Barra de Perforacion 
20111614-001,Broca para perforacion
20121302-001,Flotadores y similares
20121404-001,Tapon macho de terminacion de medio
20121409-001,Junta de dilatacion para tuberia
20121418-001,Tapa para arrancador de motosierra
20121427-001,Valvulas de seguridad
20122801-001,Agitador sumergible
20131006-001,Fluido para direccion hidraulica ATF
20141601-001,Bomba neumatica
20142801-001,Equipo recuperador de hidrocarburos
20142801-002,Pano absorbente de hidrocarburos
20142801-003,Cordones absorbentes de hidrocarburos
20142801-999,Maquina Separadora de agua - aceite
20143001-001,Vastago corto
20143001-002,Vastago largo
21101501-001,Rastra aradora
21101501-002,Arado con discos
21101501-9999,Azada Rotativa para Motocultor
21101502-001,Pulverizador
21101504-001,Escardilla 
21101506-001,Compactador de suelo
21101506-002,Rodillo vibrocompactador
21101506-003,Plancha vibrocompactadora
21101506-004,Juego sellos de camisa
21101506-006,Segmento dentados de rueda dentada
21101506-007,Retenes para rodillo y rueda guia
21101506-008,Cadenas de oruga
21101506-993,Pinon de Giro
21101506-994,Cubeta
21101506-995,Regulador
21101506-996,Separador
21101506-997,Extremo de Direccion
21101506-998,Rotula
21101506-999,Tuerca
21101506-9999,Encanterador para Motocultor
21101510-001,Cinta de goteo
21101510-002,Registro de esfera
21101510-003,Conector para cinta de goteo
21101510-9998,Gotero para riego
21101510-9999,Tuberia porta gotero para riego
21101512-9999,Microaspersor para riego
21101513-001,Discos para rastra aradora
21101513-002,Juego de mancales para rastra aradora
21101513-003,Juego de manguera hidraulica para rastra aradora
21101514-001,Arado subsolador
21101514-999,Aporcadora
21101514-9999,Conformador de camellones
21101516-001,Plantadora abonadora traccion animal
21101516-999,Encaladora a traccion animal
21101601-001,Distribuidor de agregados o Gravilladora
21101603-001,Separador de grano manual
21101603-002,Separador de grano electrico
21101604-001,Sembrador de semilla
21101604-002,Rollo cuchillo
21101604-003,Germinadora para semillas
21101604-999,Cinta para injerto
21101604-9999,Sembradora para Motocultor
21101701-001,Desmalezadora agrícola
21101701-002,Motocultor 
21101701-003,Cortadora rotativa con ruedas
21101701-004,sembradora abonadora
21101701-005,desgranadora 
21101701-006,Traila
21101702-001,Segadora de heno
21101702-002,Podadora de altura
21101703-001,Surcadora
21101704-001,Cosechadora / Forrajera
21101705-001,Trilladoras bateadora con motor
21101706-001,Desmotadora
21101707-001,Tapadora de surcos
21101708-001,Cabezal para desmalezadora 
21101708-002,Bobina de encendido para desmalezadora 
21101708-003,Seguro de cabo para desmalezadora
21101708-004,Cabo de acelerador para desmalezadora 
21101708-005,Carter completo para desmalezadora 
21101708-006,Carter arranque para desmalezadora
21101708-007,Cuerda de arranque para desmalezadora 
